Sample,X(ms) [22.09.2026 22:44:17 863 UTC],"matematicko_upravljanje[%MD18]","izlazna_vrednost_objekta[%MD14]","vrednost_upravljanja[%MD10]"
192,1790117055223.618789,0,0,0
193,1790117055263.616489,0,0,0
194,1790117055303.614689,0,0,0
195,1790117055343.610389,0,0,0
196,1790117055383.613889,0,0,0
197,1790117055423.603389,0,0,0
198,1790117055463.618289,0,0,0
199,1790117055503.609889,0,0,0
200,1790117055543.609389,0,0,0
201,1790117055583.583889,0,0,0
202,1790117055623.585989,0,0,0
203,1790117055663.612889,0,0,0
204,1790117055703.587789,0,0,0
205,1790117055743.597289,0,0,0
206,1790117055783.579389,0,0,0
207,1790117055823.600789,0,0,0
208,1790117055863.592789,0,0,0
209,1790117055903.561089,0,0,0
210,1790117055943.585089,0,0,0
211,1790117055983.577389,0,0,0
212,1790117056023.566689,0,0,0
213,1790117056063.574689,0,0,0
214,1790117056103.576589,0,0,0
215,1790117056143.589789,0,0,0
216,1790117056183.571389,0,0,0
217,1790117056223.579989,0,0,0
218,1790117056263.570889,0,0,0
219,1790117056303.543989,0,0,0
220,1790117056343.583889,0,0,0
221,1790117056383.541089,0,0,0
222,1790117056423.541189,0,0,0
223,1790117056463.566589,0,0,0
224,1790117056503.545289,0,0,0
225,1790117056543.542289,0,0,0
226,1790117056583.551989,0,0,0
227,1790117056623.533089,0,0,0
228,1790117056663.557189,0,0,0
229,1790117056703.577089,0,0,0
230,1790117056743.565589,0,0,0
231,1790117056783.531889,0,0,0
232,1790117056823.548589,0,0,0
233,1790117056863.587689,0,0,0
234,1790117056903.540289,0,0,0
235,1790117056943.515889,0,0,0
236,1790117056983.532389,0,0,0
237,1790117057023.542589,0,0,0
238,1790117057063.525189,0,0,0
239,1790117057103.525289,0,0,0
240,1790117057143.520389,0,0,0
241,1790117057183.502689,0,0,0
242,1790117057223.500289,0,0,0
243,1790117057263.537089,0,0,0
244,1790117057303.503489,0,0,0
245,1790117057343.518889,0,0,0
246,1790117057383.513189,0,0,0
247,1790117057423.490689,0,0,0
248,1790117057463.510489,0,0,0
249,1790117057503.504589,0,0,0
250,1790117057543.485189,0,0,0
251,1790117057583.504989,0,0,0
252,1790117057623.473589,0,0,0
253,1790117057663.489489,0,0,0
254,1790117057703.470189,0,0,0
255,1790117057743.487189,0,0,0
256,1790117057783.484789,0,0,0
257,1790117057823.483489,0,0,0
258,1790117057863.469989,0,0,0
259,1790117057903.470989,0,0,0
260,1790117057943.450889,0,0,0
261,1790117057983.465689,0,0,0
262,1790117058023.457689,0,0,0
263,1790117058063.466189,0,0,0
264,1790117058103.440189,0,0,0
265,1790117058143.448189,0,0,0
266,1790117058183.444689,0,0,0
267,1790117058223.447189,0,0,0
268,1790117058263.443789,0,0,0
269,1790117058303.421589,0,0,0
270,1790117058343.428789,0,0,0
271,1790117058383.426989,0,0,0
272,1790117058423.432789,0,0,0
273,1790117058463.422389,0,0,0
274,1790117058503.461589,0,0,0
275,1790117058543.422889,0,0,0
276,1790117058583.418489,0,0,0
277,1790117058623.420589,0,0,0
278,1790117058663.416489,0,0,0
279,1790117058703.415389,0,0,0
280,1790117058743.393889,0,0,0
281,1790117058783.431789,0,0,0
282,1790117058823.392989,0,0,0
283,1790117058863.400189,0,0,0
284,1790117058903.395589,0,0,0
285,1790117058943.366689,0,0,0
286,1790117058983.372189,0,0,0
287,1790117059023.380189,0,0,0
288,1790117059063.367789,0,0,0
289,1790117059103.370689,0,0,0
290,1790117059143.355389,0,0,0
291,1790117059183.343689,0,0,0
292,1790117059223.358189,0,0,0
293,1790117059263.352089,0,0,0
294,1790117059303.359989,0,0,0
295,1790117059343.344289,0,0,0
296,1790117059383.353389,0,0,0
297,1790117059423.328989,0,0,0
298,1790117059463.319989,0,0,0
299,1790117059503.319789,0,0,0
300,1790117059543.330189,0,0,0
301,1790117059583.332689,0,0,0
302,1790117059623.317689,0,0,0
303,1790117059663.326389,0,0,0
304,1790117059703.328689,0,0,0
305,1790117059743.307689,0,0,0
306,1790117059783.299789,0,0,0
307,1790117059823.321289,0,0,0
308,1790117059863.313989,0,0,0
309,1790117059903.299589,0,0,0
310,1790117059943.312489,0,0,0
311,1790117059983.289689,0,0,0
312,1790117060023.279989,0,0,0
313,1790117060063.288089,0,0,0
314,1790117060103.287889,0,0,0
315,1790117060143.275189,0,0,0
316,1790117060183.267589,0,0,0
317,1790117060223.282489,0,0,0
318,1790117060263.259689,0,0,0
319,1790117060303.277289,0,0,0
320,1790117060343.249589,0,0,0
321,1790117060383.246689,0,0,0
322,1790117060423.255989,0,0,0
323,1790117060463.248789,0,0,0
324,1790117060503.245089,0,0,0
325,1790117060543.245189,0,0,0
326,1790117060583.242489,0,0,0
327,1790117060623.231489,0,0,0
328,1790117060663.228989,0,0,0
329,1790117060703.232889,0,0,0
330,1790117060743.219289,0,0,0
331,1790117060783.224089,0,0,0
332,1790117060823.231489,0,0,0
333,1790117060863.208889,0,0,0
334,1790117060903.205389,0,0,0
335,1790117060943.218689,0,0,0
336,1790117060983.193689,0,0,0
337,1790117061023.201989,0,0,0
338,1790117061063.187789,0,0,0
339,1790117061103.202689,0,0,0
340,1790117061143.207889,0,0,0
341,1790117061183.188989,0,0,0
342,1790117061223.194189,0,0,0
343,1790117061263.185989,0,0,0
344,1790117061303.181189,0,0,0
345,1790117061343.162789,0,0,0
346,1790117061383.166989,0,0,0
347,1790117061423.174989,0,0,0
348,1790117061463.180189,0,0,0
349,1790117061503.151389,0,0,0
350,1790117061543.163889,0,0,0
351,1790117061583.154589,0,0,0
352,1790117061623.164689,0,0,0
353,1790117061663.141289,0,0,0
354,1790117061703.144889,0,0,0
355,1790117061743.150689,0,0,0
356,1790117061783.135689,0,0,0
357,1790117061823.143589,0,0,0
358,1790117061863.129089,0,0,0
359,1790117061903.128789,0,0,0
360,1790117061943.112489,0,0,0
