Sample,X(ms) [22.09.2026 22:13:58 598 UTC],"matematicko_upravljanje[%MD18]","izlazna_vrednost_objekta[%MD14]","vrednost_upravljanja[%MD10]"
341,1790115245157.943371,125,99.9949264526367,100
342,1790115245197.939771,125,99.9950561523438,100
343,1790115245237.950071,125,99.9951705932617,100
344,1790115245277.938671,125,99.9952697753906,100
345,1790115245317.926071,125,99.995361328125,100
346,1790115245357.925571,125,99.9954376220703,100
347,1790115245397.921671,125,99.9955062866211,100
348,1790115245437.929271,125,99.9955673217773,100
349,1790115245477.932371,125,99.9956207275391,100
350,1790115245517.921271,125,99.9956665039063,100
351,1790115245557.923871,125,99.9957046508789,100
352,1790115245597.918071,125,99.995735168457,100
353,1790115245637.896171,125,99.9957656860352,100
354,1790115245677.890771,125,99.9957885742188,100
355,1790115245717.911671,125,99.9958114624023,100
356,1790115245757.903471,125,99.9958343505859,100
357,1790115245797.882571,125,99.995849609375,100
358,1790115245837.901571,125,99.9958648681641,100
359,1790115245877.874671,125,99.9958801269531,100
360,1790115245917.873971,125,99.9958953857422,100
361,1790115245957.901771,125,99.9959030151367,100
362,1790115245997.884671,125,99.9959106445313,100
363,1790115246037.860971,125,99.9959182739258,100
364,1790115246077.872871,125,99.9959259033203,100
365,1790115246117.859471,125,99.9959335327148,100
366,1790115246157.855471,125,99.9959411621094,100
367,1790115246197.863571,125,99.9959487915039,100
368,1790115246237.850671,125,99.9959487915039,100
369,1790115246277.866071,125,99.9959487915039,100
370,1790115246317.854871,125,99.9959487915039,100
371,1790115246357.858871,125,99.9959487915039,100
372,1790115246397.858071,125,99.9959487915039,100
373,1790115246437.852171,125,99.9959487915039,100
374,1790115246477.851671,125,99.9959487915039,100
375,1790115246517.847671,125,99.9959487915039,100
376,1790115246557.840971,125,99.9959487915039,100
377,1790115246597.835671,125,99.9959487915039,100
378,1790115246637.823571,125,99.9959487915039,100
379,1790115246677.831171,125,99.9959487915039,100
380,1790115246717.820671,125,99.9959487915039,100
381,1790115246757.800471,125,99.9959487915039,100
382,1790115246797.808871,125,99.9959487915039,100
383,1790115246837.795071,125,99.9959487915039,100
384,1790115246877.815171,125,99.9959487915039,100
385,1790115246917.792671,125,99.9959487915039,100
386,1790115246957.790971,125,99.9959487915039,100
387,1790115246997.808871,125,99.9959487915039,100
388,1790115247037.805971,125,99.9959487915039,100
389,1790115247077.790571,125,99.9959487915039,100
390,1790115247117.785171,125,99.9959487915039,100
391,1790115247157.797671,125,99.9959487915039,100
392,1790115247197.784071,125,99.9959487915039,100
393,1790115247237.764171,125,99.9959487915039,100
394,1790115247277.764971,125,99.9959487915039,100
395,1790115247317.763971,125,99.9959487915039,100
396,1790115247357.763671,125,99.9959487915039,100
397,1790115247397.774671,125,99.9959487915039,100
398,1790115247437.762171,125,99.9959487915039,100
399,1790115247477.765771,125,99.9959487915039,100
400,1790115247517.757371,125,99.9959487915039,100
401,1790115247557.737671,125,99.9959487915039,100
402,1790115247597.753571,125,99.9959487915039,100
403,1790115247637.731371,125,99.9959487915039,100
404,1790115247677.731971,125,99.9959487915039,100
405,1790115247717.734071,125,99.9959487915039,100
406,1790115247757.736971,125,99.9959487915039,100
407,1790115247797.726671,125,99.9959487915039,100
408,1790115247837.710571,125,99.9959487915039,100
409,1790115247877.723671,125,99.9959487915039,100
410,1790115247917.724371,125,99.9959487915039,100
411,1790115247957.714771,125,99.9959487915039,100
412,1790115247997.708371,125,99.9959487915039,100
413,1790115248037.700271,125,99.9959487915039,100
414,1790115248077.707471,125,99.9959487915039,100
415,1790115248117.695271,125,99.9959487915039,100
416,1790115248157.696271,125,99.9959487915039,100
417,1790115248197.692571,125,99.9959487915039,100
418,1790115248237.687971,125,99.9959487915039,100
