Sample,X(ms) [24.09.2026 09:59:16 693 UTC],"matematicko_upravljanje[%MD18]","izlazna_vrednost_objekta[%MD14]","referentna_vrednost[%MD10]"
509,1790243971852.236972,125,99.9959487915039,500
510,1790243971892.253272,125,99.9959487915039,500
511,1790243971932.228672,125,99.9959487915039,500
512,1790243971972.223972,125,99.9959487915039,500
513,1790243972012.223072,125,99.9959487915039,500
514,1790243972052.211272,125,99.9959487915039,500
515,1790243972092.263472,125,99.9959487915039,500
516,1790243972132.459572,125,99.9959487915039,500
517,1790243972172.237772,125,99.9959487915039,500
518,1790243972212.234372,125,99.9959487915039,500
519,1790243972252.452872,125,99.9959487915039,500
520,1790243972292.242972,125,99.9959487915039,500
521,1790243972332.208672,125,99.9959487915039,500
522,1790243972372.586072,125,99.9959487915039,500
523,1790243972412.221372,125,99.9959487915039,500
524,1790243972452.179072,125,99.9959487915039,500
525,1790243972492.190972,125,99.9959487915039,500
526,1790243972532.173272,125,99.9959487915039,500
527,1790243972572.233872,125,99.9959487915039,500
528,1790243972612.416272,125,99.9959487915039,500
529,1790243972652.176072,125,99.9959487915039,500
530,1790243972692.195172,125,99.9959487915039,500
531,1790243972732.192772,125,99.9959487915039,500
532,1790243972772.160272,125,99.9959487915039,500
533,1790243972812.212472,125,99.9959487915039,500
534,1790243972852.168072,125,99.9959487915039,500
535,1790243972892.184972,125,99.9959487915039,500
536,1790243972934.038872,125,99.9959487915039,500
537,1790243972974.175272,125,99.9959487915039,500
538,1790243973013.990972,125,99.9959487915039,500
539,1790243973053.980372,125,99.9959487915039,500
540,1790243973094.082972,125,99.9959487915039,500
541,1790243973134.002072,125,99.9959487915039,500
542,1790243973173.989672,125,99.9959487915039,500
543,1790243973213.980872,125,99.9959487915039,500
544,1790243973253.971872,125,99.9959487915039,500
545,1790243973293.975272,125,99.9959487915039,500
546,1790243973334.296172,125,99.9959487915039,500
547,1790243973374.108572,125,99.9959487915039,500
548,1790243973414.064072,125,99.9959487915039,500
549,1790243973453.967972,125,99.9959487915039,500
550,1790243973494.339572,125,99.9959487915039,500
551,1790243973534.380172,125,99.9959487915039,500
552,1790243973574.085272,125,99.9959487915039,500
553,1790243973613.948272,125,99.9959487915039,500
554,1790243973653.937472,125,99.9959487915039,500
555,1790243973693.992772,125,99.9959487915039,500
556,1790243973734.242572,125,99.9959487915039,500
557,1790243973773.956272,125,99.9959487915039,500
558,1790243973814.816072,125,99.9959487915039,500
559,1790243973854.171372,125,99.9959487915039,500
560,1790243973894.004072,125,99.9959487915039,500
561,1790243973934.019972,125,99.9959487915039,500
562,1790243973973.927272,125,99.9959487915039,500
563,1790243974013.919372,125,99.9959487915039,500
564,1790243974053.896872,125,99.9959487915039,500
565,1790243974093.907672,125,99.9959487915039,500
566,1790243974133.904272,125,99.9959487915039,500
567,1790243974173.926372,125,99.9959487915039,500
568,1790243974213.940772,125,99.9959487915039,500
569,1790243974253.930672,125,99.9959487915039,500
570,1790243974293.944472,125,99.9959487915039,500
571,1790243974333.894772,125,99.9959487915039,500
572,1790243974373.922772,125,99.9959487915039,500
573,1790243974413.908772,125,99.9959487915039,500
574,1790243974453.911172,125,99.9959487915039,500
575,1790243974493.917572,125,99.9959487915039,500
576,1790243974533.908272,125,99.9959487915039,500
577,1790243974573.966372,125,99.9959487915039,500
578,1790243974613.954772,125,99.9959487915039,500
579,1790243974653.875472,125,99.9959487915039,500
580,1790243974693.980972,125,99.9959487915039,500
581,1790243974733.916272,125,99.9959487915039,500
582,1790243974774.019072,125,99.9959487915039,500
583,1790243974813.869872,125,99.9959487915039,500
584,1790243974853.888972,125,99.9959487915039,500
585,1790243974893.903872,125,99.9959487915039,500
586,1790243974933.902172,125,99.9959487915039,500
587,1790243974973.848072,125,99.9959487915039,500
588,1790243975013.906472,125,99.9959487915039,500
589,1790243975053.879172,125,99.9959487915039,500
590,1790243975093.857772,125,99.9959487915039,500
591,1790243975133.856772,125,99.9959487915039,500
592,1790243975173.829372,125,99.9959487915039,500
593,1790243975213.850272,125,99.9959487915039,500
594,1790243975254.377672,125,99.9959487915039,500
595,1790243975293.985772,125,99.9959487915039,500
596,1790243975334.181072,125,99.9959487915039,500
597,1790243975373.883672,125,99.9959487915039,500
598,1790243975413.842772,125,99.9959487915039,500
599,1790243975453.915472,125,99.9959487915039,500
600,1790243975494.140972,125,99.9959487915039,500
601,1790243975533.815672,125,99.9959487915039,500
602,1790243975573.815872,125,99.9959487915039,500
603,1790243975613.865672,125,99.9959487915039,500
604,1790243975653.831472,125,99.9959487915039,500
605,1790243975693.896572,125,99.9959487915039,500
606,1790243975733.824572,125,99.9959487915039,500
607,1790243975773.903572,125,99.9959487915039,500
608,1790243975815.068172,125,99.9959487915039,500
609,1790243975853.837872,125,99.9959487915039,500
610,1790243975893.889172,125,99.9959487915039,500
611,1790243975933.819772,125,99.9959487915039,500
612,1790243975973.844672,125,99.9959487915039,500
613,1790243976014.011572,125,99.9959487915039,500
614,1790243976053.818972,125,99.9959487915039,500
615,1790243976094.376772,125,99.9959487915039,500
616,1790243976133.837172,125,99.9959487915039,500
617,1790243976173.809972,125,99.9959487915039,500
618,1790243976213.801472,125,99.9959487915039,500
619,1790243976253.783372,125,99.9959487915039,500
620,1790243976294.255072,125,99.9959487915039,500
621,1790243976333.852072,125,99.9959487915039,500
622,1790243976373.965772,125,99.9959487915039,500
623,1790243976413.776672,125,99.9959487915039,500
624,1790243976453.796372,125,99.9959487915039,500
625,1790243976493.807872,125,99.9959487915039,500
626,1790243976533.800472,125,99.9959487915039,500
627,1790243976573.774872,125,99.9959487915039,500
628,1790243976613.778272,125,99.9959487915039,500
629,1790243976653.747972,125,99.9959487915039,500
630,1790243976694.735372,125,99.9959487915039,500
631,1790243976733.786372,125,99.9959487915039,500
632,1790243976773.788572,125,99.9959487915039,500
633,1790243976813.748572,125,99.9959487915039,500
634,1790243976853.772772,125,99.9959487915039,500
635,1790243976893.831672,125,99.9959487915039,500
636,1790243976933.877572,125,99.9959487915039,500
637,1790243976973.754072,125,99.9959487915039,500
638,1790243977013.777072,125,99.9959487915039,500
639,1790243977053.743172,125,99.9959487915039,500
640,1790243977093.782872,125,99.9959487915039,500
641,1790243977133.748872,125,99.9959487915039,500
642,1790243977173.746872,125,99.9959487915039,500
643,1790243977213.738372,125,99.9959487915039,500
644,1790243977253.712172,125,99.9959487915039,500
645,1790243977293.911172,125,99.9959487915039,500
646,1790243977333.745172,125,99.9959487915039,500
647,1790243977373.728372,125,99.9959487915039,500
648,1790243977413.736972,125,99.9959487915039,500
649,1790243977453.737672,125,99.9959487915039,500
650,1790243977493.753772,125,99.9959487915039,500
651,1790243977533.728672,125,99.9959487915039,500
652,1790243977573.712672,125,99.9959487915039,500
653,1790243977613.721972,125,99.9959487915039,500
654,1790243977653.712672,125,99.9959487915039,500
