Sample,X(ms) [22.09.2026 22:43:05 543 UTC],"matematicko_upravljanje[%MD18]","izlazna_vrednost_objekta[%MD14]","vrednost_upravljanja[%MD10]"
111,1790116976343.778334,0,0,0
112,1790116976383.789934,0,0,0
113,1790116976423.788634,0,0,0
114,1790116976463.798834,0,0,0
115,1790116976503.785834,0,0,0
116,1790116976543.763334,0,0,0
117,1790116976583.783534,0,0,0
118,1790116976623.781934,0,0,0
119,1790116976663.778434,0,0,0
120,1790116976703.768034,0,0,0
121,1790116976743.766034,0,0,0
122,1790116976783.761934,0,0,0
123,1790116976823.753934,0,0,0
124,1790116976863.773134,0,0,0
125,1790116976903.753234,0,0,0
126,1790116976943.751934,0,0,0
127,1790116976983.739134,0,0,0
128,1790116977023.752034,0,0,0
129,1790116977063.767734,0,0,0
130,1790116977103.751034,0,0,0
131,1790116977143.742434,0,0,0
132,1790116977183.759834,0,0,0
133,1790116977223.760534,0,0,0
134,1790116977263.730334,0,0,0
